"","Compound","EA_138_P(raw)","EA_171_P(raw)","EA_182_P(raw)","EA_263_P(raw)","EA_287_P(raw)","EA_39_P(raw)","EA_452_P(raw)","EA_53_P(raw)","EA_535_P(raw)","EA_548_P(raw)","EA_573_P(raw)","EA_579_P(raw)","EA_591_P(raw)","EA_617_P(raw)","EA_62_P(raw)","EA_629_P(raw)","EA_630_P(raw)","EA_65_P(raw)","EA_740_P(raw)","EA_79_P(raw)","EA_90_P(raw)","EA_965_P(raw)","EA_966_P(raw)","EA_994_P(raw)","EA_138_P_2(raw)","EA_171_P_2(raw)","EA_182_P_2(raw)","EA_263_P_2(raw)","EA_287_P_2(raw)","EA_39_P_2(raw)","EA_452_P_2(raw)","EA_53_P_2(raw)","EA_535_P_2(raw)","EA_548_P_2(raw)","EA_573_P_2(raw)","EA_579_P_2(raw)","EA_591_P_2(raw)","EA_617_P_2(raw)","EA_62_P_2(raw)","EA_629_P_2(raw)","EA_630_P_2(raw)","EA_65_P_2(raw)","EA_740_P_2(raw)","EA_79_P_2(raw)","EA_90_P_2(raw)","EA_965_P_2(raw)","EA_966_P_2(raw)","EA_994_P_2(raw)"
"1209","877.4792@9.601008","38061","26832","49222","47904","53480","20883","30701","29351","45493","40820","67946","49981","36780","38034","33236","29686","68241","28794","32129","49902","31247","48844","49930","45422",NA,"41381","36748","42354","38315","62005","33284","30069","75535","42792","46215","57158","37231","40323","37364","53757","113856","29046","34051","46290","22757","74953","35133","37003"
"1210","965.4701@9.166011","100802","34425","54384","29859","47865","28336","25552","52689","53873","17392","53278","22505","27521","31945","55035","16028","45346","63589","52937","44383","34150","19004","49753","28505","79307",NA,"28918","38618","45413","28756","29585","32935","63687","85233",NA,"30984","62235","44131","18412","43029","60429","25906","48338","50089","15587","46389","48982","69035"
"1211","304.0146@0.5559998","66904","60726","59091","51126","59788","74660","52709","70797","61569","56517","71103","58824","58249","65931",NA,"65797","66104","80734","57653","68150","65442","83482","46426","55559","46031","56644","61526","59365","52230","71789","49070","56308","65489",NA,NA,"65548","56855","56943","64071","72181",NA,"66572","65666",NA,"59958","62259","44561","62327"
"1212","637.3947@6.4330025","97893","164821","176815","150204","236607","146572","165438","132362","134705","295163","240249","135148","412884","93234","121125","210663","202008","46571","109519",NA,NA,"127513","266624","150227","166137","237653","173075","116944","274129","128410","162093","95939","128785","99872","27858","124464","70232",NA,"179604","77619","114336","198477","41398","263126","217209","28603","73600",NA
"1213","328.0739@3.782003",NA,"20845","16704","7004","13343","16623","20013","25535","10965","23687","6706",NA,"24349","19370","10576","10285","19154","25037","12307","21981",NA,"10563","39170","25146","37674","9361","13285","28563","22398","11940",NA,"13177",NA,"20091","17056","18808","10728",NA,"6371","13674","17547","22522","20994","16372","14247","30707","21114","28392"
"1214","845.5758@8.10799",NA,"269314","646091","755375","591845","728456","469673","270160","435321","928000","816543","828102","1187058",NA,"697532","561004","635630","298748","430675","476711","754679","551227","628432","722219","807705","735006","454173","711854","547505","388361",NA,"501320","400683","565201","249886","276781",NA,"292238",NA,"390619","619757","625021","302786","582520","1043118","585487","363418","207436"
"1215","384.1614@2.9909983","36052",NA,"39294","42516","21174","33526","28287","19506","8592","25466","24478","19368",NA,NA,"38652","43918","26432",NA,"20659","9849","29164","30316","29362","20261","11920","14106","47654","81040","29030","24233",NA,"22051","6276","42033","25631","58124",NA,"16663","10351","66401","17630","9120","49988","13521","11900","17117","25202","44332"
"1216","706.5249@7.742003","46443","32911","16287","29206","39951","20371","49181","40481","38564",NA,"44148","23070","39707","28229",NA,NA,"39747",NA,"25755","37302","20776","18545","45960","40112","49473","20554","15305","18259","29402","29355","25341","44255","42689","28771","36413","30451","40057","30405","19618",NA,"29102","46282","32783","40077","20564","29362","43140",NA
"1217","779.5669@10.344985","333120","183387","158380","129820","189728",NA,"168246","182351","194521","275609",NA,"171752","206362",NA,"197743","203306","267800","166033","200368","204970","216927","183021","247654","217369",NA,"160341","165424","187831","170944",NA,"121711","179518","221252","259855","125370","179072","184472","201996","218064",NA,"277381","180158",NA,NA,"176199","151162",NA,"237887"
"1218","855.5981@10.452012","1040360","828651","807955","784372","785661","571939","779655","657415","851849","244762","729620","301933","874493","636956","1063532","759433","565821",NA,"827069","869490","721065","425790",NA,"507277","440448","453587","1226124","777573","983733","520582","634836","789540","742879",NA,"1305292","446247","1669492","811545","472860","986799","632884","693552","910118","718118","525107","445931","833446","950435"
"1219","426.3705@7.794005","26625","33905","15982",NA,"16696","45525","35926","39505","18307","25113","36121","24845","52786","24478","132123","27738",NA,"14746","38287","18037","35080","64980","24837","25054","19436","24574","10454","52799","20187","25150","28225","26321",NA,"54529","23912","27395","52682",NA,"57504","26642","27741","10989","39866","9936","25185","28624","18565","22400"
"1220","818.4869@8.229003","397189","287607","238231","314227","318443",NA,"229541","225239","277962","213668","288493","204898","259286","226416",NA,"232648","253033","208941","291222","325959","254022","184619","286705",NA,"237747","222486","185705","362116","283765","232244","173408","231279","288604",NA,"270250","196610","329196","256638","215872","221862","286550","200024","292522","270251","160862","298601",NA,"379624"
"1221","834.4841@8.450007","75877","48493","28281","44927","49573","38592","67368","54013","62428","36541","47367","36811","49297","40960","31465","17926","44673","45493","45861","54344","40641",NA,"62156","53438","59224","35246","26017","37972","40311",NA,"39154","59814","64222",NA,"46980","49294","53143","45761","25610","19777","36505","45192","50653","50218","37838","38124",NA,"61709"
"1222","573.7418@0.24300002","45690","27044","33039","25484","32523","39771","32171","28149","24065","19147","26678","26317","24936","24212","32409","33666","26257","26943",NA,"27415","31111","28120","28221","36121",NA,"33618","35924","28801","30540","31402","28005","25831","22927",NA,"24165","29603","23207","25835","25022","32298","33037","31788","26744","23544","24733","18898","19768","30012"
"1223","482.288@4.751005","17154","94300",NA,"8516","11325","39327","6014","9382","3315","23805","173055","105026","8580","2353","88066",NA,"78077","27652","26537","20767","50390","13533","13695","6648","233680","90336","55619","14135",NA,"29602","8486","2899","6229","87904","20858","111000","7977","6570","14100","7120","20683","8009","7037","18240","48188","23426","8063","16825"
"1224","584.2633@3.6619978","64051","57226","103867","21474","19446",NA,"79120","155747","49084",NA,"22004","NaN","24485","101302","61234","55499","39012","59284","61633","232727","51121",NA,"152152",NA,"26362","9734","35564","13455","52876","23361","10635","36267",NA,"56845","23400","18805","231991","110661","23526","22853","45161","8007","126744","14653","14583","100158","315144","23064"
"1225","414.208@3.3800027",NA,"164421","105519","184184",NA,"249535","185535","180257","28032","110728","49756","133091","36233","86533",NA,"150430","110086","129692","86847",NA,"131611","260976","17305","37910","107668","181404","84785","303006","60860","150009","155380","139422",NA,NA,"43939","113190","42028","66449","138570","101784","67261","115626","133337","59681","93740","41897","15749","48432"
"1226","435.226@4.5509973","513","337","874","169","736","330","1629404","416","NaN","509","461","NaN",NA,"NaN","375","NaN","819","350","292","573","739","165",NA,"655","1875","379","934","481","1023",NA,"NaN","NaN","NaN","642","1914415","171","515","177","584","550","823","NaN","263","574","811","1519","314","NaN"
"1227","226.0721@0.5519992","96861","70872","67500","60543","61671","92377","60778","73263","65394","64758",NA,"71214","70165","70221","77735","81227","74013","94360","67796","76565",NA,"94649","57940","64670","57967","68844","71399","66980","62523","84373",NA,"65601","75967","77717","66805","70076","68925","65403","76435","83143","69117","81917",NA,"71450","66344","75676","55220","74973"
"1228","841.5502@9.164991","31819","1163238","2005529","753940","1755225","840573","798236",NA,"70475","540122","1830364","553863","709820","942876","1585646","566945","1605062","37070","1889648","1498960","27695",NA,"1798703","828710","3765831","430601","954813","1049611",NA,"748938","871432","895046","2379024","3882400","37829","1104087","2465657","1473651","322635",NA,"2310072","809070","1588358","1890359","268859","1658973","1583050","2942344"
"1229","722.5564@8.307998","75470","33719","37596","34852","49578","37460",NA,"47351","51506","46957","83094","54372",NA,"42430","32420","31574","71118","64393","42322","58040","61569","28725","62018","46308","76357","36965","41044","33701","42666","46603","33473","56217","46785",NA,"48459","62645","55706","53848","39733","36566","55549","58755","47823","50252","47311","53530","49489","64318"
"1230","839.6019@10.112","298912","283519","360087","239389","207717","209551","246970","196299","218012","98306","179847","142288","213490","234528","525559","174507","239279","242130",NA,"346214","375443","206097","165165","123836","107852","176308",NA,"284480",NA,"142234","152829","259884","222740","287390",NA,"167015","350616","346246","245608",NA,"244116","129905","365236","179665",NA,"219329",NA,"276595"
"1231","685.4162@6.661993","58226","67244","80996","52215","85850",NA,"74898","44162","85167","134708","118371","117355",NA,"40646","51209","82100","90677","26221","58232","87069","60794","55175","108336","83473","68156","94469","112216","66891","137903","75375","73178","43846",NA,"80383","29883","87730","49299","48863","69261","67824","82342","44561","37914","123815",NA,"29608","57462","53710"
"1232","923.4967@9.166011","294529","82423","134522","54502","118384","67619","65347","133003","126546","44700","121548","48704","57634","72375","115675","50494","115920","159019","126842","105339","77674","48967","121590","66066","207593","38854",NA,"79938","110647","63781","71744","68316","153442","219468",NA,NA,"149884","104186","30670","111092","151430","67093","111464","116664","27727","108585","110500","176391"
"1233","583.4204@7.093","12321","27887","21698","17469","22015","25449","28674","38617","13090","36877","21299","31111","32228","22234","27144","23506","33681","10214","30662","26088","33767","14516","23796","27413","14420","29532","23482","15595",NA,"20437","23352","33402","22134","28106","7331","17650","14911","18020","47206","15716","23455","27478","20094","25571","60875","7992","11794","14549"
"1234","641.2996@6.3109975","328714","413132","416008","333137","371190","382396","336789","318717","344250","357917","431597","381989",NA,"337952","312753","364538","377127","305631","313939","410234",NA,"316740","417548","424856","343281","363450","358174","334207","349211","342403","320524","291301","371958","395710","290050","294046","334043","302252","330360","289545","399537","316040","274921","390048","332565","263291","313712","307164"
"1235","583.5168@10.867995","18456",NA,"19256","16869","16246","14164","17090","15955","19897","21122","24759","20107","19028","14300","16334","17371","17926","14957","14870","16465","19041","11418","20556",NA,"12608","17570","16316","20130","13978","16615","15053","13504","19827","19406","17299","18061","17788","18340","16457",NA,"18597","14744","13243","18191","12256","12923","18869","18899"
"1236","625.3015@5.7139945","68128","78879","69425","65853","73822","68000","71949","70458","69794","70405","72234","73720","65681","73012","71543","70441","69879","70109",NA,"70732","71401","70325","73253","68524","71066","69101","65757","65604","65217","66391","66595","69721","69042","71003","66885",NA,"70416","68878","72552","64248","71339","68964","69308","72219","68455","68668","69850","68805"
"1237","553.3738@6.482995","48363","86527","72954","54436","45768","67106","52225",NA,"28037","91405","59553","61239","100438",NA,"81687","83131","111583","36961","50651","84214","67871","60936","87118","98213","75761","89132","57195","73003","46345","49075","58663","62693","40053","81357","22674","43180","34926","49160","136916","48800","79089","79066","35597","94213","113529","30165","42656","38176"
"1238","751.5354@9.504012","138653","86848","115404","123286","198867","81959","100340","128418","253493","336840","303387","141738","165208",NA,"118639","130321","350018","167872",NA,"210447","117262","179104","193380","185269","393825","130146","141790","106041","135580","221296","99644",NA,"327591",NA,"190140","174151","152673","171588","173386","225300",NA,"191520",NA,"182875","93014","204086","120702","137595"
"1239","889.5217@10.197009","46088","38359","40897","41682","38122","33864","41927","46515","36268","35541","46811","36713","47724","40329","42504","24312","40390","42281","29897","42159","39732","36852","37204","52762","39214","38740",NA,"42260",NA,"37029",NA,"48458","27549","47446","40901","36041","38208","45865","44643","29259","32448","44495","42093","44580","38691","37295","43826","42663"
"1240","531.3104@5.5949974","110828",NA,"148751","96126","122345","112618","112005","120995",NA,NA,"160624","148682","136785","121450","98801","132585","156174",NA,NA,"137555","111184",NA,"161519","137318","126751",NA,"110615","103251","107828","102705","95243",NA,"119726","156456",NA,"96629","93532","103581","116745","94895","150145","109041","89454",NA,NA,"84797","110533","94344"
"1241","527.3219@5.2990036","47016","48367","27214","47833","61961","44552","52622","66943","69922","57395","84016","57605","69479","58504","30205","25215","69613","51389","30603","63489","25256","37192","93769","65114","68544",NA,"31177","21992","39137","44921","31589","58894","45548","62771","40468","39968","36060",NA,"38282","14852","32154","77212",NA,"60119","33556","19212","55313",NA
"1242","793.4327@0.23399988","281628","237036","258266","202879","226149","251826","236778","260828","249006","221917",NA,"241895","261258","236793","261392","231199","236945","236273","235297","232514","220597","245430","258485","256405","239010","234785","245530",NA,"230118","236345","227183","271912","286366","243937","241893",NA,"264409","252476","255038","238612","260907","245038","235113","221453","221834","223556","253776","258505"
"1243","715.5145@9.853012","25074","16706","24964","27910","34975","10541","21329","7279","34741","12186","74659","14056","12007","26826",NA,"14823","37086","23390","18376","21138","23591","24461","16840","11318","19061","17424",NA,"33302","33706",NA,"27910","15344","65994","28976","78187","16916",NA,"37867","15176","31472","56020","11384","26560","18248","9335","79272","30548","23252"
"1244","476.3342@5.079004","739798","92352","46378","13970","25679","39676","5094","135210","7764","44555","13853","53927","12318","25639",NA,"30691","18656","163868","17438","120902","21294","3993","102041","57407",NA,"70411","93186","74109",NA,NA,"3686","6319","26165","280105","8958","361897","13697","53408","16591","10474","20414","100964","22517","115165","26812","136983","99902","97928"
"1245","453.286@5.5669956","47566","53299","60128","35726",NA,"31770",NA,"33747","48726","50424","117545","43131","47565","71998","36904","53474","92972","44337",NA,"39405","46973","54645","61968","47693","58155","52336","47309","47760","66130","49569","58226","37243","79790","63764","56841",NA,"44420","58903","52624","48582","113278","39566","41358","46044","42531","67437","52874",NA
"1246","552.3655@7.692001","33054","16780","82146","4025","3893","10240",NA,"25952",NA,"17575","10421","117161","13085","6798","54130","42823","26315","25773","16092","18370","11310","7245","9820","37049","34428","33395","421311","6993","5728","12880","4713","17826","19447","41180","17871","67219","23125",NA,"65433","18791","27259","34776","11035",NA,"8210","20404","15542","50741"
"1247","499.2702@5.196007","107684","35983","46757","11090","43873","25837","8235","46510","35724","31475",NA,"14384","38218","36823","38800","14072","52646","67683",NA,"10401","31236",NA,"12305","37229","128405",NA,"15216","32107","39560","26440","36464",NA,"13022","120731",NA,"27234",NA,"36566","17143","37467","15012","29542","16058","11573","11554","10445","33716","10089"
"1248","240.1001@3.782003","3148738",NA,NA,"147540","263689","391969","494455",NA,"220147","612553","123569",NA,"703315","557726",NA,"204663","448140",NA,"306948","553301","303740","184618","1628245","781762","1904813","181414","269276","895275","583458","283231","314904","269839","324079","604698","422159","427567","233087","353966","140593","250627","355148","556004","425381",NA,"332554","963477","538175",NA
"1249","853.5822@9.71199","527740","431276","548196","380509","496610","259778","499687",NA,"465251","164517","423677","256870","392188","429505","535715","326644","374808","546486","421938",NA,NA,"282416","347639","233948",NA,NA,"404209","369672","390331","207249",NA,"365477","544765",NA,"640371","273661","810967","554251","298354","497263","555369","291238","440720","351376","289891","367199","501412","520808"
"1250","835.5578@7.9970055","4182392","4783582","5291366","5589511","4721445","6067265","5303811","4777783","6792618","9241195","6579290",NA,"7894606","3983139","4692980","4560788","7101788","2576056","4951821",NA,"6558385","6105170","6466100","5879926","6664453","8169243","5220898","6932847",NA,"7031174","4653102","6040453",NA,NA,"1638545","7464207","3148037","4517586","8976334","4456811","6650368","5591648","3630592","6873343","7815544","4563976","4817489","3053089"
"1251","831.5987@10.598008","3669204","3341095","3703387","3563443","3308814","2896452","2157565","2523232","2939772","2632764","4068566","2931557","3244047","2791947","3029372","2208242","2759638","2769276","2986367","3350231","3224001",NA,"3188345","3002726","3232927","2312225",NA,"4067719","2882667","3360159","2296002",NA,"3223730","3617355","3836289",NA,NA,"3109807","2906458","2852936",NA,"2085187","3229189","3392849","2367424","3925352","3161810","3373765"
"1252","306.2553@7.369002",NA,NA,"14712","16678","16272","10956","16677","9048","13105","8314","12313","18620","9186","15344","11239","15255","22731","9503","10460","12448",NA,"10645","17780","14193","17307","12454","13892","14759","16186","18864","9162","15242","15441","8740",NA,NA,"13206","13778","13839","10686",NA,"14346","10587",NA,NA,"9102","16018","11752"
"1253","723.5192@9.97499","150024",NA,"201589","108584","66951","125415","83581","69507",NA,"35068","100926","64799","126975","144081","224342","83845","121280","299442","94485",NA,"194466","104200",NA,"49620","58353","100886",NA,"240903","84311","65777","115127","125200","127895","97321","226331","72706","145505","189095","74812","147579","108501","156497","133605","88051","140128","146396",NA,"108185"
"1254","513.3068@5.1130047","263613","314149",NA,"279003","455172","243560",NA,"331541","480063","345558","677026","451550","386470","358511","235233","254445","575097","430372","177003","479484","190025","298360","407146","383310","581525","273146","334386","194098","288753","329515","218779","268776","408850","375424",NA,"235681","246936","278991","239475",NA,"553063","341435","231827","385619","152097","212684","230414","226951"
"1255","396.1977@4.2659984","45744","39514","20401","42795","28098","85982","32848","65200","5195","29353","12809","20724","20423","22105","74746",NA,"21982",NA,"33646","30114","38793","111085","5829","12423","40571","43634","19907","48244","36821","53522","45908","47668","5070","72007","10443","33704","20214","21698","77240","28130","26220","47265","34965","24641","40696","15543","5901","9123"
"1256","481.3166@6.2800045","293409","358948","431823","272068","428823","214435","304270","176898","295305","264756","754102","268960","282985","458728","253645","376534","563482","283559","209228","262568",NA,"315383","339179","321312","349267","322505","313338","330196","425613","361770","399248",NA,"459882","406255","435948","224597","335189","390484","325915","343227","700771",NA,"242899","304876","256477","397373","316535","314437"
"1257","398.0105@1.4759994","21284","329837","112998","97638","191075","15862","14797",NA,"28539","47278","11136",NA,NA,NA,"38084","59929","5016","21232","6744",NA,"115287","107445","22612","31128","13671","119051","20386","212244","218706","37754","148142","33916","38122","82201",NA,"55928","845","49008",NA,"4342","8401","7210","107722","43053","143782","42121",NA,"99008"
"1258","511.2601@3.9639971","57587","59313","72377","58877","97947","130530","69835","92036","46353","90952","84151","163086","54591","105919","107143","84817","72414","52999","66763","119875","99993","132185","68200","68768","33876","71178","47592",NA,NA,"71065","37316","68885","37824","131471","58984","172097","91788","91131","97696",NA,"103183","71979","90719","83454","96115","136125","82505","79813"
"1259","846.5179@9.020005","174979","163849",NA,NA,"169435","116872","154187","108413",NA,"114829","175312","109231","167614","134895","141847","164100","150618","104937","177368","189203","129268","91904",NA,"168449","116976","129495","109381","216274","150880",NA,"105485","122664","172600","114866","151526","104273",NA,"134223","122603","132226","160760","124312",NA,"164161","97295","152412","128826","198623"
