"","Compound","CR_1(raw)","CR_10(raw)","CR_100(raw)","CR_101(raw)","CR_103(raw)","CR_104(raw)","CR_105(raw)","CR_11(raw)","CR_18(raw)","CR_19(raw)","CR_20(raw)","CR_22(raw)","CR_23(raw)","CR_27(raw)","CR_28(raw)","CR_3(raw)","CR_32(raw)","CR_35(raw)","CR_36(raw)","CR_37(raw)","CR_38(raw)","CR_4(raw)","CR_40(raw)","CR_41(raw)","CR_42(raw)","CR_44(raw)","CR_49(raw)","CR_5(raw)","CR_51(raw)","CR_53(raw)","CR_57(raw)","CR_59(raw)","CR_6(raw)","CR_64(raw)","CR_65(raw)","CR_7(raw)","CR_83(raw)","CR_85(raw)","CR_87(raw)","CR_91(raw)","CR_92(raw)","CR_93(raw)","CR_95(raw)","CR_99(raw)","NR_106(raw)","NR_111(raw)","NR_112(raw)","NR_12(raw)","NR_13(raw)","NR_14(raw)","NR_15(raw)","NR_16(raw)","NR_17(raw)","NR_2(raw)","NR_21(raw)","NR_25(raw)","NR_30(raw)","NR_31(raw)","NR_33(raw)","NR_34(raw)","NR_39(raw)","NR_43(raw)","NR_46(raw)","NR_47(raw)","NR_48(raw)","NR_50(raw)","NR_55(raw)","NR_56(raw)","NR_63(raw)","NR_66(raw)","NR_68(raw)","NR_69(raw)","NR_70(raw)","NR_8(raw)","NR_9(raw)","NR_96(raw)","NR_CR_24(raw)","NR_CR_26(raw)","NR_CR_29(raw)","NR_CR_45(raw)"
"206","423.33447@5.242279",177177,355305,NA,266929,97546,128620,38290,76034,278638,204985,259393,138919,180009,260239,247524,204918,284308,271461,144001,312390,149295,172205,165110,NA,97092,617329,416286,NA,116316,154086,638250,206245,255867,375223,182656,264055,122391,144680,446376,86547,261515,206694,112656,181214,106909,372582,203060,NA,234544,311122,291835,286834,288651,153510,357322,98914,541092,273029,NA,NA,238805,165211,116269,201733,129768,791200,152785,437436,248444,NA,NA,207698,303423,112689,325286,292361,265184,405209,72660,215800
"207","517.3164@5.261777",174271,194048,127607,100374,724325,64823,78038.6947983767,276178,94433,72061.118686738,NA,81967,106667,46213,168963,NA,45619,228589,127832,363171,109502,38819,77503.0867795583,200917,76523,193718.798434127,113920,NA,NA,119320,343555,283233,NA,275585,183313.980294135,63901,243999,116974,47852,91579,86436,75689,424038,102378,386925,95030,230054,NA,142285,59444,96663,27036,75277.9330640392,334278,71623,53569,49351,63367.3756106872,42604,217436,226826,145611.839933339,101861.597379131,55298,163390,365968,NA,113845,160221,50874,116466,61211,222730,94628,106940.660822574,187807,312233,245105,53256,319493
"208","379.30807@5.265866",72651,19229,118905,73508,51809,48067,63313,67434.8282875138,123962,NA,69265.1128185037,64562.6608384056,67881,63773,66284,62234.9122184606,NA,97431,125586,55463,62765.2892803662,48304,33587,45027.2990584129,109721,44842,NA,66877.1435710194,45620,NA,67528,40090,69223,77889,NA,64395,NA,19447,100430,91386,NA,78087.3679508813,79484,50557,31646,NA,58269,64362,99401,55879,69399.0997544544,NA,45291,57882.5750604116,107841,60417.5320910624,96603,53536,82777,63948,81599,89424,65655,52281,103370,35770,75149,65769,78874,89172,44688,NA,41692,76726,42180,56055,161944,49196.2801719105,123798,60289
"209","508.32755@5.2684894",148741,23861,38128.0512703658,26822,215662.945604214,33022,53280.4555231181,56301.1936701288,66996.1557162347,22723,NA,NA,28118,NA,36863,61048,49952.2509217134,59757.9490261457,49999,71006,66900,NA,56505,161077.661740571,49683.1690175615,67138.3638706876,66232.2911434122,206906.055149521,33716,149708,111653.409277969,201988.028898443,68874.1922351618,162043.130078074,29739,51412.3074156087,35532.629426693,123961.007830266,60267.7456916067,31724,NA,NA,133362,23537,222256.577010015,72588,105522,37426,50457,44719,46717.0904170513,64954,56641.6894535995,27380,60559.4898676607,NA,43922,55546,34985.9590065287,NA,28394,34264,NA,47686,26776,143094,23118,169351,44320,37039.2478880637,33247,69523.7244249514,84344.2879430369,63216,42262,184348,153931.156993113,28883,NA,27029
"210","493.3164@5.3086853",2072683,2316982,3120510,2147381,NA,1792333,437421,4066830,1398878,591271,1806126,1211852,3038809,969993,4433528,1348848,1032918,3413128,1603081,2835125,2361054,795989,1594176,3387939,1372076,2970185,1427001,NA,694217,1707127,2728232,2477533,1093235,3568541,1837243,858050,2598809,2291345,995667,1260962,1882349,1444448,5159389,2929782,NA,1511896,4871238,2432108,1629455,924326,2132228,1314208,1604106,3347903,1879388,569624,1259182,622960,1481468,2466121,NA,NA,NA,3265663,2174618,2138080,NA,NA,2540965,1539004,NA,2012285,3248058,1437663,1325845,2662508,3197251,3986605,826780,3038215
"211","592.23364@5.30949",32748,33327,NA,31395,NA,43489.2673994751,21986.64586405,66592,25000,23624.6315168031,40941.0325643395,29547.2252358168,53004,NA,64873,32653.5631482162,32938.0715334482,54328,27715,51045,40067,26724.9291306217,37451.7451607017,49143,32360.0233944677,53307,47152.4062789581,32483,25467.637002601,27221,36441,35077,NA,54590,32183,25472.5574611308,40505,39992.5360256792,29595.4984370892,19393,29616,23667,76522,43230,55945,57203.5686054587,NA,35592,25834,30106.7158823436,31325,35488.0549928258,40009.6346671997,57993,30464.1334608714,23275.7416536204,28065.7406397649,27715,31023.913772894,43320,NA,40740.4717678048,27472.9190919098,53535,NA,NA,NA,47014,40833,43777.9682321993,39358.4293875412,36850,55896,27221,33668.0888604736,40423,50464,63842,28589.8852296934,50449
"212","481.31644@5.3109913",93181,119814,151958,105880,171793,79307,48188.2907593412,NA,45553,44463,NA,102000,166712,43039,NA,38945,NA,168697,73981,115141,98344,50501,73616,103441,51936,128442,76813,101830,NA,69807,117462,262752,58284,102123,102250,40947,106758,196384,70143,30999,94052,NA,291269,148005,273985,87077,92380,128159,78291,46744,NA,56665,51949,149166,37747,39744,39692,33423,80354,NA,59652,38927,54578.7505748857,107512,70095,NA,73595,81236,102790,77173,68757,86905,NA,53428.5262202921,44457,118065,148548,147854,57277,NA
"213","355.34464@5.3149343",156279,70176,160302,123895,152403,657222,158997,NA,82138,83184,132357,108698,225259,95462,NA,73803,60213,131495,51666,182863,128179,131745,94635,105555,155674,151959,56137,92755,92648,164279,105402,145227,69236,210050,251153,89742,NA,51209,126883,101653,92992,76180,106848,97330,153995,132855,163163,112040,94928,90785,78033,90505,109131,215995,53977,140070,60154,89697,250209,66838,132876,51018,118806,59654,59014,60945,88763,91757,162317,124359,108881,NA,149271,146247,108897,116270,270873,177354,77226,89902
"214","279.2553@5.3312716",260430,221206,553915,822515,426253,NA,345858,325477.704214679,231878,360043,357976,374900,386445,341448.722019417,414219,180027,243098,152433,341655,410256,277827,227577,571940,312280,290142.341525402,388200,330356,347156,425847,757666,253027.100145174,NA,369605,255574.040541007,224293.233178638,NA,472433,196505,NA,770958,1331681,194157,411536,111506,323098,753977,916151,290593.903091397,508126,421260,452582,110979,443209,462783,418957.899254911,410461,211021,116557,NA,NA,479912,609179,293907,296733,287269,338519,475558,236361.219140528,240903.736795444,322410.761761556,272598.848695708,201408.908611398,354346.47257592,281720,176707,273269,206966,249764,272455.834868981,493381
"215","199.19295@5.3741693",232914,181077,164901,182673,NA,169112,151284,NA,189385,156380,192318,186725,NA,155155,383753,167431,108072,178807,160731,164445,NA,152456,252850,187868,NA,317438,324793,229123,205581,160123,163114,178752,257210,170384,107735,234560,145380,136629,NA,125091,141916,141732,208695,151001,NA,NA,460563,140849,223061,409084,232391,146842,227107,NA,173825,278086,95145,143282,160438,141530,184550,317661,131505,NA,188089,96062,184867,141120,136758,153307,144835,148181,177002,176681,154596,NA,163645,184861,147216,105863
"216","206.16644@5.3855844",75219,NA,80064,66815,NA,60872,69918,NA,64330,65758.0876589095,69078,66685,61740,69259,70920,71245,NA,61772,65561,62373,66759,63471,71899,72994,66839,71439,69540,61837,62923,63109,NA,65127,61330,74677,68403,63438,61373,NA,70392,NA,66196,NA,71765,89391,66238,66893,63337,69794,67935,69572,69186,63845,69349,77307,63971,65926,58210,69512,63525,65765,66134,75744,67493,71801,NA,69759,62375,71094.5918201784,63577,68201,80699,71964,81481,71576,65497,71502,73831,74258,74251,66309
"217","401.34967@5.387185",210961,196612,172171,409730,176250,650262,179855,173722,215085,188789,NA,785599,270892,342379,204732,215149,196611,188713,187728,NA,NA,NA,184373,194303,183901,232730,201194,185554,177495,172327,234359,198059,207741,240465,232422,197413,174344,174132,792827,173688,182091,178368,158441,NA,183650,NA,NA,223031,184015,196434,265695,406250,296746,NA,208062,248812,206627,181754,199673,174062,221384,176749,191267,181417,235332,198561,148388,195178,NA,218861,193191,190949,196619,171513,242953,175867,207140,229457,170493,188449
"218","355.34464@5.3906736",105515,40608,92723,92340,101685,284309,95102,52005,49586,47416,92416,91999.889251034,113335,64052,90042,39515,52383,83292,70000.6179209342,123626,82646,90992,60212,71762,102232,90441,107006.031547466,59353,55832,NA,NA,78439,40274,NA,NA,57225,66638,112173.53940987,73203,65490,57764,NA,73713,60033,92677,NA,99690,45383,63712,56993,47719,57720,78626,96059,NA,79156,72503.0930877906,NA,147504,43591,85891,77548.9306339109,85564,NA,41884,45326,NA,61498,NA,86392,78075,66916,100001,95662,67363,79168,98511,90726,47818,59247
"219","477.2851@5.3941917",185488,111790,89781,77030,401206,128113,83607.3506268037,187335,NA,NA,129981,201835,66164,103322,115395,82965,68867,184050,133827,319473,NA,87531,NA,165994,82798,174617,136275,190616,85966,140820,NA,NA,92023,418984,257221,104568,219612.951739667,162602,64904,82143.5404880841,103343.677232262,64896,2002329,202283.5480263,NA,559166,196575,113833,82172,73201,68995,NA,55186,253241,69527,81999.1289979516,68199,80720.9386521208,NA,87717,94778,57233,60238,64465,NA,101442,NA,151317,173168,169620,220903,146371,125593,NA,56160,212711,165643,NA,95753,166842
"220","399.33502@5.4106607",NA,651852,600789,645662,357329,462158,168027,283895,537101,643875,581789,575504,NA,NA,801003,636845,629957,417392,395620,1117820,465862,602317,353408,NA,384245,966765,777383,582175,357021,453014,1038801,608658,NA,802600,569410,900416,409485,526845,500934,153989,696509,585800,503793,623583,NA,805325,523379,1732338,543192,274616,838940,1639053,5073849,536426,NA,328418,637304,812296,768996,625798,383554,400821,332284,445924,332487,690044,453062,902429,733610,772951,903310,NA,788678,315045,1610647,NA,409657,1368877,297745,663098
"221","525.2851@5.416127",NA,213497,267123,257502,93282,245177,79451,124243,158540,122579,172462,245793,261516,213961,174921,122832,235506,123475,157689,288038,219131,269397,152183,139198,143410,262890,233813,215335,NA,135246,186686,229429,177527,240570,151080,241017,153540,236781,148012,NA,194024,NA,239452,NA,176372,NA,157721,164519,166856,163254,200282,247292,226421,180052,181359,87124,NA,148972,205501,245826,176675,119049,105212,160613,166223,183419,183068,246316,238211,NA,215317,206144,235585,182982,79534,206959,133727,405660,214728,224003
"222","501.28555@5.4170165",429675,199883,277493,228132,391363,357791,116967,310864,197937,222531,250802,403707,259276,233331,349552,269853,NA,332627,286689,507051,290748,340867,199464,314146,184794,NA,281526,349043,251044,298793,NA,184339,275331,402048,218807,346482,253514,337401,206733,291569,389608,277297,490710,334374,453748,584337,391644,360779,273908,157210,246124,327428,627033,411277,184793,170032,213041,306398,175700,383367,296860,177560,154594,249990,269002,192003,318637,NA,307019,247099,NA,289836,416758,273198,166649,348412,293475,597641,333787,351029
"223","360.26593@5.4172163",59980,32047,40921,NA,45123,46977,37572.6977145082,35961,42715.9057119437,41009.3221385369,35432,51147,40052,35385,45868,38074,52905,38207,47307,NA,42982,50174,26964,40248,43478.0845817732,NA,34913,46788,40053,38548,50788,48980.8068813886,40022,69899,36274,52359,40654,57180,28173,40266.15173963,50047,47621,58357,52980,66270,81027,54092,49393,NA,39474.9527417867,29850,53329,90910,49460,42217.0833014673,37245.5136995166,NA,51694.7037873028,30591,44635,NA,42700.8329099361,42290.119996005,41434.8036861326,45920,41289.1005693335,42003,NA,53482,44017,54712,40688,48789,40553,NA,51611,36653,78599,42330,44024
"224","618.2489@5.4185686",76684,60425,40136,49249,120652,49470,20283,75280,27747,30907.6141412156,47613,53360,38028,38899,30140,29864,29995,102046,43299,106319,72535,34143,23354,NA,29858,58528,41517,47844,28838,33671.2416899305,79316,NA,33299,122062,64223,36072,57831,69181,NA,47706,34425,NA,97486,70708,103712,108062,69263,62074,NA,38759,37535,27378,34510.8136840947,88511,31493.1139828064,30750.9809550948,NA,30960.6337051197,22196,45728,38186,24158,34196.367177029,32189,28272,36541,67530,53577,61255,47080,71332,45704,49542,26035,29680.6755380024,59875,NA,77142,35502,51591
"225","519.332@5.4186506",4884365,3588149,2407897,3348751,9610162,2906482,871719,4542655,1658951,1221030,3119320,3765717,2206405,2038806,1815972,NA,1643637,7701605,2535804,7873993,4605835,1872353,1302330,5736951,1444707,2869902,2802243,3079163,NA,2159116,5625466,7741340,1819980,11304180,4098794,2040310,3572119,NA,1274462,2964994,1831343,1649174,7965972,4964445,7208043,7899637,4210620,NA,2157836,NA,2145916,1592288,1396658,NA,1243480,1213177,1627659,1070905,1084898,3383153,2328054,1362301,892929,1939531,1261738,2005443,4831636,3402641,4309941,2896847,4895798,2735101,3364412,1439924,1038439,3799733,NA,5553474,2082183,3118478
"226","603.28424@5.418753",38637,25236,23589.2076445072,31127,64965,19539,18490.2057322849,NA,18288.9357952748,18411.1061591706,NA,26830,36939.4873475094,23270.0648370711,13509,26508.7917877469,20457.9747319657,55960,21332.19653775,55037,29730,15137,22714.7067817236,48812,15303.4431415467,32977.4510535194,21556,24586,14000,17949.1061742663,42580,61535,18139.2264298958,80707,36091.9203572671,17376,27045,32486,22842.0972179755,NA,22203.5837935164,NA,50439,45010,NA,55799,28310,27394,20039.3201068147,21822.1135158516,25598.8643784121,30497.4618175226,18173.6058118303,49050,19093.2569207823,17363.6138359302,NA,15055.6610258627,24044.1980747302,22424,20993.0455331283,18376.9212925029,NA,26914.7297481303,19275.5286109719,15653,NA,NA,42587,32444.306448665,39513,24282,25042,17307.0269983707,17633.1232475913,30406,33128,44321,17378.9202665194,33773.8095424164
"227","554.1194@5.424045",102475,89031,79309,78827,83623,95172,93213,83684,86263,90253,87804,NA,90814,99940,NA,NA,83785,74174,80445,95376,88271,97451,91747,90900,NA,92173,80007,NA,NA,83805,84365,86742,89086,86179,90102,87844,88130,68144,73862,24940,87252,54875,81685,75822,91915,91175,98070,85611,87300,76174,94590,83130,75333,90521,NA,95890,92975,81883,85047,82229,NA,78481,96326,92824,77897,80591,72405,86042,85068,76796,94284,88451,90986,NA,90380,90431,98576,93912,80191,69961
"228","481.3167@5.425525",533283,767278,505846.892117565,727925,971920,539077,120266,574079,331371,330353,497759.071379486,583531,1085506,278897,599016,270086,295556,924815,451460,732293,676992,354773,511290,627857,298728,776820,419363,545523,192247,378926,NA,1327184,352021,775220,617954,336810.349695484,663662,1151170,385799,191011,520790,347296,1214866,877170,1305324,570810,500761,760700,423599,286590,616023,363459,NA,816649,231713,254363,216969,167214,509049,773030,388272,263626,169231,655318,438565,387283,499259,678096.868178372,643300,504859,481739,530873,NA,256500,275831,NA,781438,1054222.6853673,319917,711799
"229","543.3324@5.430166",1346034,1259341,NA,1844148,59497,1487955,566535,1818723,1004925,698625,1130436,1322706,2535072,997972,1068367,744097,1670882,2020553,1189091,2341090,1326082,1155565,932983,1899748,669890,881274,1034296,NA,1010087,NA,1568981,43725,963502,37315,1004185,999002,1576215,NA,NA,913169,1595424,1559756,47552,1349582,2226117,1430720,1710139,1923366,1372546,850659,1364530,546586,1246417,26026,745838,667256,756036,1400501,NA,2107326,1404938,790452,644701,1535699,NA,688142,1377754,1628150,1638537,1085317,1271832,NA,2368111,878550,650597,1494768,1205730,3051271,1227883,1615612
"230","331.32346@5.434213",528495,562616,533198,657943,579164,560632,525683,480162,NA,507749,535578,469908,586574,546709,572089,NA,535315,517733,587524,632034,543029,613218,607541,523093,807508,770618,526544,594828,579370,559681,515001,520836,521795,820140,585879,522462,NA,629520,1202991,578723,499096,491076,607363,570491,NA,663145,638824,603364,541636,561823,531962,563720,561929,NA,NA,580769,522301,557944,613765,488380,595244,556458,588844,534070,656003,473053,502723,543534,610596,558882,NA,514535,550326,615055,623453,522615,NA,625082,506823,NA
"231","642.2488@5.4386644",34255,29848,36168,35846,43912,29979,19635.3098446472,39155,24901.9189059771,21297.9947758697,24657,31317,43180,26499.6601402126,29707.0323506777,11443,34957,44021,26191,48204,31450,20244,28042.4471558524,38303,14267,32231.4062948206,26138,NA,19673,26770.42317779,33113,NA,25713.7298270316,49166,24321,NA,33032,NA,17665,22054,29190,28351,36814,32588,46126,37270,36780,38049,32269,18289,28909,28062.0635766345,29494,39940,17559.4951401837,21536.555337308,19231.7072447552,19240.2463379348,19858,37751,27249,26771.318768245,25246.0352212548,29828,27596.1502822782,15099,26831,31116,34822,26517,33338,25222,45491,16848,20810.9722404862,31753,30322,NA,21666.0062359131,29026
"232","567.33215@5.439302",321943,478118,498832,714190,NA,468288,105471,NA,NA,167424,371435,479623,583639,352384,246990,139150,337925,618881,290112,642753,453505,407766,289458,393636,245403,328751,348831,233136,254849,201272,362317,574597,241843,731597,299735,438784,413214,478214,221019,241793,315554,296535,559677,426213,376644,435376,NA,562435,249915,318084,370454,225868,326084,408612,199473,158861,321009,288413,392655,567920,389487,237643,134943,408111,288637,337229,418552,571301,462824,244652,456245,295687,582344,245176,116484,330955,239445,737592,289384,410392
"233","285.30258@5.439796",63349,58096,NA,72286,72558,32970,65268.1699877649,46247,55454,58658,63030.2292638409,78475,59873,64177,58498,61020,NA,60108,65764.3380107348,37623,59036,70935,71332,70763,80211,91708,64043,66149,79721,62097,60891.4000891273,NA,72322,67546,46587,56751,61834.1979578941,66311,66812.5688526881,68716,65342.1265360108,74721,76833,71827,81526,70058,66571,69088,NA,56429,65190,65601,48209,79749,57192,58708,68040,57884,82310,57949,68769,NA,61870,52675,74524,55351,43320,63633,75433,59415.7878797355,57918,NA,65392,54417,62332.4175022535,65109,79567,67776,48316,58935
"234","319.24826@5.439973",104214.738352628,519211,235329,318088,231704,207229,132120,NA,73223.8133168177,106063,136115,NA,134692,87115.9516884393,184400,78969.0626116174,NA,270852,175172.088539876,176199,94807,94875.9935474234,259427,131923,55841.8077076625,146517,141805,157144,178566,408684,30001.6733712351,61256.6059902217,162727.971995648,129613.83208878,NA,109945.096646604,249685.870281864,80157.6032336382,NA,113496.457594189,756196,59200,98207.7598913923,266037,133563,110849.433130927,428350,49153.556712424,182137,190495,175113,67953.3166008254,NA,288374.932764583,79187.5353855552,188951,76755,51104.9267882412,45649.339175395,179414,205023,NA,96042.5602924694,79225,140391.092849154,104963,191676.551729158,NA,24770.9800516515,56583.0979922594,22952.9148807036,5816.42090945833,42065.3665052534,125675.261189898,NA,93045,NA,223658.343046413,45732.1508008558,211149
"235","493.316@5.4549317",70314,NA,77972,89516,73252,36470,42709.7363841643,NA,51155,46526.8637570887,40532,41886,126954,55520,73345,42449,51970.1396199808,85805,48892,79630,89268,188941,76127,73061,32388,117407,48735,112302,39811.1008872921,NA,84533,91945,45597,122662,85904,33463,71855.5998249502,68231,34203,47531.9989643798,56507,40339,83607,72883,118679,95905.5146687745,100804,105078,52118,NA,78986,185263,59367,110210,60935,49645.5682334622,40137,64390.1543373517,66408,97846,NA,50333.8585573723,58727,119316,75307,54611,56564,NA,85831,60492,58528,63346,87182,39310,46714.4033187365,74663,117734,83356,48291.1437921245,86084
"236","371.33942@5.474148",279710,294642,301675,422882,351040,461351,285452,264707,NA,357263,288843,317585,336805,300812,308655,268272,436423,372234,302597,266545,268245,272667,302772,317284,378748,281748,300715,302315,NA,291659,264602,291485,326156,293658,286731,867642,292134,309093,453389,NA,277470,310626,279123,289800,261320,326999,285878,299468,291344,254066,220766,298952,311831,329962,302284,368601,348685,301365,354551,284080,274833,364594,293617,493392,287524,276566,263188,285840,269580,NA,NA,273545,285156,287864,322503,293940,281365,269490,302431,281175
"237","477.28537@5.494114",908916,717412,575759,422433,NA,818129,189893,1059718,390552,358498,752512,1226739,321168,NA,538257,396803,384903,1057602,792055,NA,1335135,414272,NA,NA,432430,915298,812933,905495,461035,912483,NA,3519447,NA,2536331,NA,539628,628251,889085,315070,1587973,487248,352932,55168,1491708,1583963,3767454,1139004,686379,NA,NA,408604,397464,205974,1373854,397679,281375,288973,73577,136994,446756,502569,288167,353744,330933,360280,589951,1346484,867230,973791,907604,1106050,775453,NA,414378,224103,963657,934536,1348505,402216,932641
"238","525.28577@5.4953957",762057,NA,1544750,1075798,NA,1363563,261280,650270,715983,454040,934156,1101268,1170696,886190,698435,424952,1066583,628256,797967,1464273,1091821,963121,NA,728981,613657,1140004,1106964,896066,743322,675044,NA,1207283,843153,NA,748884,860185,691763,1122243,616164,451916,897839,808612,1054650,1167901,789482,1381859,733786,712882,868893,714032,850276,NA,477758,727609,848782,357203,777544,266266,831122,986384,809511,557916,576529,686576,818329,826009,739180,1135563,NA,723112,727600,921281,NA,NA,262456,823655,610635,2183240,616426,1101904
"239","501.28583@5.5027914",835021,875981,1247309,NA,993531,1528906,327410,1183571,665499,471987,864896,1356985,879947,729551,878194,534426,1109938,798016,1035175,1827293,1075869,598302,449288,980143,475738,1012636,963707,1109156,NA,1123295,1361043,763644,994250,1103865,956527,NA,854594,1214701,599509,1028800,NA,877442,1258460,1445471,1435574,2346716,1319866,NA,946303,462704,705496,377300,483049,979891,607102,530969,407054,237058,363287,NA,851485,505942,NA,636641,639371,560396,852749,1018786,1088798,1052097,800654,976809,1336684,588977,313212,1189462,923568,2097530,583642,1215725
"240","279.25552@5.5042048",316885.324497196,467167,437923,743799,309896,435857.515447673,302362,117115,154105,277258,260877,442952,277927,361428.977645639,569025,173657,156472,486211,266881,276083,199538,171287,751819,NA,NA,475700,382448,398604,412812,620634,208102.194995169,217857.008089301,406902.544147843,NA,324101.40408342,179338,328182,NA,367508,920909,1539190,NA,234320,827396,217000,831536,1078310,178540.197153872,471319,565069,413458,346390.265720039,385279.333983669,478717,401242.358513938,545434,154206,240275.327779094,190279.345532576,344396,NA,739530,NA,180628,248700,240877,300464,156438,181159.654512166,214232.321357022,190111.172206539,130956.58549019,311129.361026265,317011,347948.868761267,186566,128025,338785,209176.157260142,411331
"241","561.29944@5.5173736",132869,90668.7663736046,86099.6970803217,108154.680821018,119457,99604.3717605499,NA,113661,59623,43157,92467,NA,86896.9751724367,67825,57194,58547,NA,22223,95537,151368,NA,69649,74605.9671480609,122868,44468,104034,96004,94561,57343,73709,117916,138033,61416,142759,112613,76157,108372,112230,43500,78908,82377.7666782916,71928,24145,116085,131523,129816,110859.70320181,107629,NA,77294,76960,32694,29960,140727,41530,NA,71454,53201.7842142963,44707,100803.771787416,77488.1875546449,47135,35976,97308.6857209258,54863,112505,118522,106763,107488,94000,129613,73622,120540,63966,28660,115317,127832,78503.3791863639,39219,99455
"242","543.3319@5.518979",8867423,9585981,13589949,12095349,1964633,11829815,1809425,13578784,5730430,NA,7342807,NA,16874142,5418499,6024576,3308916,10553087,13219481,7774085,13571525,9182359,3668934,5697339,12628240,2919576,6298989,6963029,7413245,NA,5256261,10425118,974282,5379342,2215513,6218230,5375053,11756923,11254946,3946289,5376815,10332206,9924343,1930590,9649573,13403642,9150991,11203342,13296163,10521450,5559434,9554049,1644491,3134648,NA,3090713,3114245,3485175,2481957,5202174,13425038,9157068,3966012,3900484,10547870,5697809,3954334,8261696,10306096,10415277,6338284,7003411,7147580,14574888,3535273,1880224,8810427,9640548,18795012,NA,10880333
"243","686.2368@5.51905",44238,36741,29079.8862483558,34428.4403041873,35409.7814988023,30624,23507.584765624,NA,19772,23905.2629282673,31423,26482,NA,33045,20656,24075.5888741394,17628,34424.5416665979,29669,32670.3940657351,33389,22919.6540438366,31349.3364551435,32307.6416505351,21051.8175293278,NA,33108,27897,20903,27380,29986,33417,24065,17119,38798,21279,35083,28415,16350,27502,24009,28053.1025752249,31852,32868,35161,37277,NA,28567,25827,31920,31451,26798.6078999827,25029.4205793124,31903,NA,25025.775938814,20849,20551.7453022717,25783.6852184087,27216.2771835835,22243,26290.1726105187,23894.9674096262,29664.9115748521,25958.38299696,29915.9785952813,NA,31558,28948,36892,35152,25624,27965,16688,NA,28883,48048,27701,23745,27267
